;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Lista de Entes Habilitados/Inabilitados da Complementação da União-VAAT 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;Código IBGE;Veficação  § 4º do art. 13 da  Lei nº 14.113/20;Pendência identificada;;;;;;;;;;;;
BA;Catu;2907509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Caturama;2907558;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Central;2907608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Chorrochó;2907707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Cícero Dantas;2907806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Cipó;2907905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Coaraci;2908002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Cocos;2908101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Conceição da Feira;2908200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Conceição do Almeida;2908309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Conceição do Coité;2908408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Conceição do Jacuípe;2908507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Conde;2908606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Condeúba;2908705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Contendas do Sincorá;2908804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Coração de Maria;2908903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Cordeiros;2909000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Coribe;2909109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Coronel João Sá;2909208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Correntina;2909307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Cotegipe;2909406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Cravolândia;2909505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Crisópolis;2909604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Cristópolis;2909703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Cruz das Almas;2909802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Curaçá;2909901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Dário Meira;2910008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Dias d'Ávila;2910057;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Dom Basílio;2910107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Dom Macedo Costa;2910206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Elísio Medrado;2910305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Encruzilhada;2910404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Entre Rios;2910503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Érico Cardoso;2900504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Esplanada;2910602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Euclides da Cunha;2910701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Eunápolis;2910727;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Fátima;2910750;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Feira da Mata;2910776;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Feira de Santana;2910800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Filadélfia;2910859;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Firmino Alves;2910909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Floresta Azul;2911006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Formosa do Rio Preto;2911105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Gandu;2911204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Gavião;2911253;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Gentio do Ouro;2911303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Glória;2911402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Gongogi;2911501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Governador Mangabeira;2911600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Guajeru;2911659;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Guanambi;2911709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Guaratinga;2911808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Heliópolis;2911857;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Iaçu;2911907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibiassucê;2912004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibicaraí;2912103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibicoara;2912202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibicuí;2912301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibipeba;2912400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibipitanga;2912509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibiquera;2912608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibirapitanga;2912707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibirapuã;2912806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibirataia;2912905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibitiara;2913002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibititá;2913101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ibotirama;2913200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ichu;2913309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Igaporã;2913408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Igrapiúna;2913457;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Iguaí;2913507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ilhéus;2913606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Inhambupe;2913705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ipecaetá;2913804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ipiaú;2913903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ipirá;2914000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ipupiara;2914109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Irajuba;2914208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Iramaia;2914307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Iraquara;2914406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Irará;2914505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Irecê;2914604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itabela;2914653;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itaberaba;2914703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itabuna;2914802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itacaré;2914901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itaeté;2915007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itagi;2915106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itagibá;2915205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itagimirim;2915304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itaguaçu da Bahia;2915353;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itaju do Colônia;2915403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itajuípe;2915502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itamaraju;2915601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itamari;2915700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itambé;2915809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itanagra;2915908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itanhém;2916005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itaparica;2916104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itapé;2916203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itapebi;2916302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itapetinga;2916401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itapicuru;2916500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itapitanga;2916609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itaquara;2916708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itarantim;2916807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itatim;2916856;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itiruçu;2916906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itiúba;2917003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Itororó;2917102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ituaçu;2917201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ituberá;2917300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Iuiú;2917334;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jaborandi;2917359;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jacaraci;2917409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jacobina;2917508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jaguaquara;2917607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jaguarari;2917706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jaguaripe;2917805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jandaíra;2917904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jequié;2918001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jeremoabo;2918100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jiquiriçá;2918209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jitaúna;2918308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;João Dourado;2918357;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Juazeiro;2918407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jucuruçu;2918456;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jussara;2918506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jussari;2918555;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Jussiape;2918605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lafaiete Coutinho;2918704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lagoa Real;2918753;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Laje;2918803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lajedão;2918902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lajedinho;2919009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lajedo do Tabocal;2919058;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lamarão;2919108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lapão;2919157;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lauro de Freitas;2919207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Lençóis;2919306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Licínio de Almeida;2919405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Livramento de Nossa Senhora;2919504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Luís Eduardo Magalhães;2919553;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Macajuba;2919603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Macarani;2919702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Macaúbas;2919801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Macururé;2919900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Madre de Deus;2919926;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Maetinga;2919959;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Maiquinique;2920007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mairi;2920106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Malhada;2920205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Malhada de Pedras;2920304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Manoel Vitorino;2920403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mansidão;2920452;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Maracás;2920502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Maragogipe;2920601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Maraú;2920700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Marcionílio Souza;2920809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mascote;2920908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mata de São João;2921005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Matina;2921054;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Medeiros Neto;2921104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Miguel Calmon;2921203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Milagres;2921302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mirangaba;2921401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mirante;2921450;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Monte Santo;2921500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Morpará;2921609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Morro do Chapéu;2921708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mortugaba;2921807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mucugê;2921906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mucuri;2922003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mulungu do Morro;2922052;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mundo Novo;2922102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Muniz Ferreira;2922201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Muquém de São Francisco;2922250;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Muritiba;2922300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Mutuípe;2922409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nazaré;2922508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nilo Peçanha;2922607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nordestina;2922656;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nova Canaã;2922706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nova Fátima;2922730;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nova Ibiá;2922755;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nova Itarana;2922805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nova Redenção;2922854;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nova Soure;2922904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Nova Viçosa;2923001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Novo Horizonte;2923035;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Novo Triunfo;2923050;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Olindina;2923100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Oliveira dos Brejinhos;2923209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ouriçangas;2923308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ourolândia;2923357;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Palmas de Monte Alto;2923407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Palmeiras;2923506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Paramirim;2923605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Paratinga;2923704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Paripiranga;2923803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pau Brasil;2923902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Paulo Afonso;2924009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pé de Serra;2924058;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pedrão;2924108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pedro Alexandre;2924207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Piatã;2924306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pilão Arcado;2924405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pindaí;2924504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pindobaçu;2924603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pintadas;2924652;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Piraí do Norte;2924678;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Piripá;2924702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Piritiba;2924801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Planaltino;2924900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Planalto;2925006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Poções;2925105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Pojuca;2925204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ponto Novo;2925253;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Porto Seguro;2925303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Potiraguá;2925402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Prado;2925501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Presidente Dutra;2925600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Presidente Jânio Quadros;2925709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Presidente Tancredo Neves;2925758;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Queimadas;2925808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Quijingue;2925907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Quixabeira;2925931;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Rafael Jambeiro;2925956;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Remanso;2926004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Retirolândia;2926103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Riachão das Neves;2926202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Riachão do Jacuípe;2926301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Riacho de Santana;2926400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ribeira do Amparo;2926509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ribeira do Pombal;2926608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ribeirão do Largo;2926657;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Rio de Contas;2926707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Rio do Antônio;2926806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Rio do Pires;2926905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Rio Real;2927002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Rodelas;2927101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Ruy Barbosa;2927200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Salinas da Margarida;2927309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Salvador;2927408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Bárbara;2927507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Brígida;2927606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Cruz Cabrália;2927705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Cruz da Vitória;2927804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Inês;2927903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Luzia;2928059;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Maria da Vitória;2928109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Rita de Cássia;2928406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santa Teresinha;2928505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santaluz;2928000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santana;2928208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santanópolis;2928307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santo Amaro;2928604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santo Antônio de Jesus;2928703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Santo Estêvão;2928802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Desidério;2928901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Domingos;2928950;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Felipe;2929107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Félix;2929008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Félix do Coribe;2929057;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Francisco do Conde;2929206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Gabriel;2929255;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Gonçalo dos Campos;2929305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São José da Vitória;2929354;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São José do Jacuípe;2929370;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Miguel das Matas;2929404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;São Sebastião do Passé;2929503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Sapeaçu;2929602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Sátiro Dias;2929701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Saubara;2929750;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Saúde;2929800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Seabra;2929909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Sebastião Laranjeiras;2930006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Senhor do Bonfim;2930105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Sento Sé;2930204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Serra do Ramalho;2930154;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Serra Dourada;2930303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Serra Preta;2930402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Serrinha;2930501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Serrolândia;2930600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Simões Filho;2930709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Sítio do Mato;2930758;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Sítio do Quinto;2930766;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Sobradinho;2930774;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Souto Soares;2930808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Tabocas do Brejo Velho;2930907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Tanhaçu;2931004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Tanque Novo;2931053;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Tanquinho;2931103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Taperoá;2931202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Tapiramutá;2931301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Teixeira de Freitas;2931350;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Teodoro Sampaio;2931400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Teofilândia;2931509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Teolândia;2931608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Terra Nova;2931707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Tremedal;2931806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Tucano;2931905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
BA;Uauá;2932002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
